ID,Cutting speed vc [m/min],Spindle speed n [1/min],Feed f [mm/rev],Feed rate vf [mm/min],Power Pc [kW],Cooling [%],Material,Drill Bit Type,Process Time [sec],Main Failure,BEF,CCF,FWF,WDF
364,29.77,790,0.215,170,190.26,75,N,W,18.25,0,0,0,0,0
365,22.56,598,0.161,97,82.13,25,P,N,35.6,0,0,0,0,0
366,17.49,464,0.271,126,82.94,50,K,H,34.48,0,0,0,0,0
367,16.98,450,0.21,123,60.54,25,K,H,32.44,0,0,0,0,0
368,29.92,794,0.238,189,213,75,N,W,20.14,0,0,0,0,0
369,22.95,609,0.203,124,106.89,50,P,N,32.67,0,0,0,0,0
370,30.12,799,0.242,193,219.09,75,N,W,18.88,0,0,0,0,0
371,17.4,461,0.263,122,79.72,50,K,H,33.89,0,0,0,0,0
372,17.61,467,0.261,122,80.85,50,K,H,33.31,0,0,0,0,0
373,22.5,597,0.201,120,101.91,50,P,N,35.7,0,0,0,0,0
374,17.51,465,0.251,117,77.14,50,K,H,32.98,0,0,0,0,0
375,17.27,458,0.247,113,73.57,50,K,H,34.34,0,0,0,0,0
376,23.01,610,0.2,122,105.7,50,P,N,33.53,0,0,0,0,0
377,17.45,463,0.273,127,83.26,50,K,H,34.5,0,0,0,0,0
378,22.92,608,0.193,117,101.29,50,P,W,34.27,1,0,0,0,1
379,17.12,454,0.25,114,73.36,50,K,H,33.54,0,0,0,0,0
380,17.39,461,0.25,115,75.72,50,K,H,32.06,0,0,0,0,0
381,22.19,589,0.128,75,62.89,0,P,N,34.68,0,0,0,0,0
382,22.34,592,0.181,107,90.3,50,P,N,34.88,0,0,0,0,0
383,17.25,458,0.234,107,69.74,25,K,H,33.67,0,0,0,0,0
384,22.49,597,0.182,109,92.02,50,P,N,36.5,0,0,0,0,0
385,29.76,789,0.204,161,180.34,75,N,W,18.94,0,0,0,0,0
386,29.77,790,0.243,192,215.57,75,N,W,18.94,0,0,0,0,0
387,30.39,806,0.278,224,256.76,100,N,W,21.87,0,0,0,0,0
388,17.54,465,0.262,122,80.54,50,K,H,33.6,0,0,0,0,0
389,17.08,453,0.242,110,70.62,50,K,H,33.95,0,0,0,0,0
390,22.37,593,0.172,102,86.31,25,P,N,35.18,0,0,0,0,0
391,29.58,785,0.219,172,191.5,75,N,W,20.77,0,0,0,0,0
392,30.37,806,0.261,210,240.23,100,N,W,20.06,0,0,0,0,0
393,30.11,799,0.249,199,225.81,75,N,W,20.92,0,0,0,0,0
394,22.47,596,0.176,105,88.79,50,P,N,35.61,0,0,0,0,0
395,17.25,458,0.25,114,74.37,50,K,H,34.34,0,0,0,0,0
396,22.39,594,0.159,95,79.92,25,P,N,35.69,0,0,0,0,0
397,17.27,458,0.256,117,76.24,50,K,H,33.46,0,0,0,0,0
398,22.75,603,0.198,120,102.55,50,P,N,35.61,0,0,0,0,0
399,23.25,617,0.212,131,114.75,75,P,N,35.62,0,0,0,0,0
400,22.44,595,0.18,107,90.76,50,P,N,35.34,0,0,0,0,0
401,17.34,460,0.255,118,76.86,50,K,H,34.61,0,0,0,0,0
402,22.82,605,0.201,122,104.9,50,P,N,35.41,0,0,0,0,0
403,17.36,461,0.272,125,81.86,50,K,H,33.65,0,0,0,0,0
404,17.36,460,0.233,107,70.21,25,K,H,33.81,0,0,0,0,0
405,29.8,790,0.241,191,214.24,75,N,W,21.16,0,0,0,0,0
406,30.41,807,0.262,212,242.69,100,N,W,18.33,0,0,0,0,0
407,17.92,475,0.282,134,90.66,75,K,H,31.7,0,0,0,0,0
408,22.44,595,0.182,109,91.9,50,P,N,35,0,0,0,0,0
409,22.49,597,0.161,96,81.36,25,P,N,35.32,0,0,0,0,0
410,21.73,576,0.14,81,65.98,0,P,N,35.54,1,1,0,0,0
411,17.56,466,0.25,117,77.16,50,K,H,32.98,0,0,0,0,0
412,17.04,452,0.207,94,60.22,0,K,H,34.83,0,0,0,0,0
413,17.15,455,0.232,105,68.13,25,K,H,32.88,0,0,0,0,0
414,30.26,803,0.256,206,234.91,100,N,W,19.65,0,0,0,0,0
415,30.62,812,0.27,220,253.54,100,N,W,19.51,0,0,0,0,0
416,29.66,787,0.222,174,194.86,75,N,W,22,0,0,0,0,0
417,17.45,463,0.257,119,78.25,50,K,H,34.07,0,0,0,0,0
418,22.65,601,0.188,113,96.21,50,P,N,34.43,0,0,0,0,0
419,22.77,604,0.186,112,96.45,50,P,N,35.07,0,0,0,0,0
420,17.08,453,0.235,107,68.57,25,K,H,33.7,0,0,0,0,0
421,30.33,805,0.286,230,263.1,100,N,W,20.4,0,0,0,0,0
422,17.36,460,0.235,108,70.66,25,K,H,30.86,0,0,0,0,0
423,22.12,587,0.145,85,71.06,0,P,N,35.01,0,0,0,0,0
424,22.21,589,0.155,91,76.34,25,P,N,35.05,0,0,0,0,0
425,22.19,589,0.162,95,79.7,25,P,N,34.75,0,0,0,0,0
426,23.09,612,0.221,135,117.58,75,P,N,35.61,0,0,0,0,0
427,17.44,463,0.259,120,78.72,50,K,H,33.09,0,0,0,0,0
428,17.33,460,0.236,108,70.83,50,K,H,30.82,0,0,0,0,0
429,17.02,452,0.223,101,64.75,25,K,H,33.19,0,0,0,0,0
430,30.06,797,0.228,182,205.74,75,N,W,17.63,0,0,0,0,0
431,17.28,458,0.248,114,73.98,50,K,H,33.2,0,0,0,0,0
432,30.11,799,0.257,205,232.7,100,N,W,19.86,0,0,0,0,0
433,18.04,479,0.281,135,91.59,75,K,H,34.28,0,0,0,0,0
434,30.16,800,0.234,188,213.21,75,N,W,18.41,0,0,0,0,0
435,22.88,607,0.19,115,99.46,50,P,N,35.03,0,0,0,0,0
436,30.22,802,0.286,229,261.47,100,N,W,17.35,0,0,0,0,0
437,22.35,593,0.162,96,81.15,25,P,N,35.72,0,0,0,0,0
438,30.52,810,0.288,233,268.38,100,N,W,20.96,0,0,0,0,0
439,30.12,799,0.246,196,222.94,75,N,W,19.9,0,0,0,0,0
440,22.36,593,0.156,92,77.84,25,P,N,34.13,0,0,0,0,0
441,22.35,593,0.169,100,84.65,25,P,N,33.93,0,0,0,0,0
442,22.69,602,0.203,122,104.56,50,P,N,34.97,0,0,0,0,0
443,30,796,0.25,199,224.77,75,N,W,19.02,0,0,0,0,0
444,29.78,790,0.233,184,206.89,75,N,W,22.75,0,0,0,0,0
445,17.03,452,0.239,108,69.36,25,K,H,33.42,0,0,0,0,0
446,29.55,784,0.22,172,191.9,75,N,W,19.52,0,0,0,0,0
447,30.3,804,0.265,213,242.86,100,N,W,19.25,0,0,0,0,0
448,22.78,604,0.185,111,95.73,50,P,N,34.59,0,0,0,0,0
449,16.59,440,0.202,114,55.55,0,K,H,34.63,1,1,0,0,0
450,17.52,465,0.242,112,74.14,50,K,H,32.94,0,0,0,0,0
451,29.74,789,0.248,195,219.04,75,N,W,18.89,0,0,0,0,0
452,22.57,599,0.179,107,91.14,50,P,N,34.21,0,0,0,0,0
453,16.95,450,0.226,132,65.04,25,K,H,33.9,1,0,1,0,0
454,17.68,469,0.248,116,77.65,50,K,H,33.91,0,0,0,0,0
455,17.28,458,0.242,111,72.25,50,K,H,34.49,0,0,0,0,0
456,30.1,799,0.264,211,239.51,100,N,W,19.88,0,0,0,0,0
457,23.11,613,0.214,131,114.51,75,P,N,35.69,0,0,0,0,0
458,30.45,808,0.262,212,242.99,100,N,W,19.04,0,0,0,0,0
459,17.32,460,0.235,108,70.6,25,K,H,33.26,0,0,0,0,0
460,23.27,617,0.197,121,106.48,50,P,N,34.55,0,0,0,0,0
461,22.74,603,0.184,111,94.91,50,P,N,35.16,0,0,0,0,0
462,30.12,799,0.233,186,211.45,75,N,W,19.64,0,0,0,0,0
463,16.86,447,0.226,131,64.16,25,K,H,32.11,1,0,1,0,0
464,23.19,615,0.218,134,117.37,75,P,N,34.95,0,0,0,0,0
465,17.59,467,0.254,119,78.74,50,K,H,32.33,0,0,0,0,0
466,17.5,464,0.251,116,76.78,50,K,H,33.84,0,0,0,0,0
467,22.4,594,0.159,94,79.58,25,P,N,35.41,0,0,0,0,0
468,29.89,793,0.247,196,220.36,75,N,W,19.14,0,0,0,0,0
469,23.27,617,0.22,136,119.22,75,P,N,34.86,0,0,0,0,0
470,29.94,794,0.225,178,201.42,75,N,W,20.74,0,0,0,0,0
471,22.84,606,0.2,121,104.35,50,P,N,35.36,0,0,0,0,0
472,29.73,789,0.238,187,210.12,75,N,W,19.06,0,0,0,0,0
473,23,610,0.197,120,104.04,50,P,N,36.11,0,0,0,0,0
474,22.59,599,0.196,118,100.13,50,P,N,33.41,0,0,0,0,0
475,22.52,597,0.182,109,92.23,50,P,N,33.03,0,0,0,0,0
476,17.28,458,0.245,112,73.25,50,K,H,33.86,0,0,0,0,0
477,29.38,779,0.198,154,170.64,75,N,W,19.42,0,0,0,0,0
478,17.38,461,0.243,112,73.45,50,K,H,32.71,0,0,0,0,0
479,16.83,446,0.227,132,64.35,25,K,H,33.91,1,0,1,0,0
480,17.26,458,0.252,115,75.13,50,K,H,31.38,0,0,0,0,0
481,17.11,454,0.211,96,61.72,25,K,H,32.95,0,0,0,0,0
482,30.44,808,0.264,213,244.35,100,N,W,19.16,0,0,0,0,0
483,17.38,461,0.244,112,73.58,50,K,H,33.47,0,0,0,0,0
484,29.88,793,0.252,200,225.09,75,N,W,20.9,0,0,0,0,0
485,22.93,608,0.19,116,100.08,50,P,N,35.16,0,0,0,0,0
486,30.13,799,0.247,197,223.88,75,N,H,18.5,1,0,0,0,1
487,22.52,597,0.17,102,86.2,25,P,N,33.91,0,0,0,0,0
488,22.44,595,0.191,114,96.05,50,P,N,34.49,0,0,0,0,0
489,17.35,460,0.258,119,77.64,50,K,H,33.73,0,0,0,0,0
490,17.46,463,0.262,122,80.04,50,K,H,33.19,0,0,0,0,0
491,17.43,462,0.249,115,75.76,50,K,H,32.61,0,0,0,0,0
492,17.37,461,0.274,126,82.54,50,K,H,31.89,0,0,0,0,0
493,30.04,797,0.239,190,215.33,75,N,W,19.69,0,0,0,0,0
494,17.31,459,0.266,122,79.79,50,K,H,33.32,0,0,0,0,0
495,17.04,452,0.23,104,66.9,25,K,H,32.72,0,0,0,0,0
496,17.16,455,0.221,131,65.16,25,K,H,32.52,1,0,1,0,0
497,30.19,801,0.261,209,237.69,100,N,W,18.33,0,0,0,0,0
498,30.22,802,0.265,212,241.84,100,N,W,19.91,0,0,0,0,0
499,22.45,596,0.176,105,88.58,50,P,N,34.59,0,0,0,0,0
500,16.97,450,0.204,92,58.71,0,K,H,32.37,0,0,0,0,0
501,17.35,460,0.266,122,79.95,50,K,H,34.64,0,0,0,0,0
502,16.96,450,0.222,100,64.01,25,K,H,34.81,0,0,0,0,0
503,30.48,809,0.294,238,273.11,100,N,W,20.55,0,0,0,0,0
504,23.06,612,0.213,130,113.24,75,P,N,33.46,0,0,0,0,0
505,22.47,596,0.18,107,90.68,50,P,N,34.87,0,0,0,0,0
506,22.42,595,0.182,108,91.67,50,P,N,35.53,0,0,0,0,0
507,30.05,797,0.236,188,213.28,75,N,W,20.3,0,0,0,0,0
508,17.43,462,0.264,122,80.15,50,K,H,33.98,0,0,0,0,0
509,17.88,474,0.263,125,83.98,50,K,H,33.47,0,0,0,0,0
510,17.17,456,0.243,111,71.73,50,K,H,33.15,0,0,0,0,0
511,17.64,468,0.268,126,83.54,50,K,H,32.81,0,0,0,0,0
512,17.29,459,0.286,131,85.54,75,K,H,31.2,0,0,0,0,0
513,16.88,448,0.242,108,68.93,25,K,H,32.17,0,0,0,0,0
514,29.94,794,0.227,180,203.3,75,N,W,20.58,0,0,0,0,0
515,17.28,458,0.257,118,76.8,50,K,H,34.01,0,0,0,0,0
516,30.26,803,0.236,190,216.29,75,N,W,18.98,0,0,0,0,0
517,22.84,606,0.198,120,103.48,50,P,N,33.84,0,0,0,0,0
518,22.92,608,0.216,131,113.51,75,P,N,35.2,0,0,0,0,0
519,21.87,580,0.154,116,73.44,0,P,N,35.21,1,1,0,0,0
520,22.38,594,0.16,95,80,25,P,N,35.53,0,0,0,0,0
521,17.14,455,0.24,109,70.41,50,K,H,34.05,0,0,0,0,0
522,17.29,459,0.25,115,74.84,50,K,H,33.45,0,0,0,0,0
523,17.17,455,0.258,117,75.89,50,K,H,34.06,0,0,0,0,0
524,30.04,797,0.233,186,210.67,75,N,W,19.6,0,0,0,0,0
525,17.46,463,0.254,118,77.51,50,K,H,33.89,0,0,0,0,0
526,30.31,804,0.253,204,232.86,100,N,W,19.6,0,0,0,0,0
527,30.27,803,0.264,212,241.84,100,N,W,19.54,0,0,0,0,0
528,30.53,810,0.272,220,253.47,100,N,W,17.79,0,0,0,0,0
529,23.01,610,0.2,122,106.12,50,P,N,34.13,0,0,0,0,0
530,22.87,607,0.181,110,94.75,50,P,N,36.05,0,0,0,0,0
531,29.85,792,0.236,187,210.07,75,N,W,20.04,0,0,0,0,0
532,22.78,604,0.181,109,93.93,50,P,N,35.26,0,0,0,0,0
533,17.26,458,0.231,106,68.93,25,K,H,33.82,0,0,0,0,0
534,18.21,483,0.288,139,95.61,75,K,H,32.46,0,0,0,0,0
535,29.93,794,0.22,175,197.42,75,N,W,18.32,0,0,0,0,0
536,17.08,453,0.235,106,68.41,25,K,H,34.06,0,0,0,0,0
537,17.15,455,0.242,110,71.09,50,K,H,33.41,0,0,0,0,0
538,30.32,804,0.257,206,235.99,100,N,W,18.32,0,0,0,0,0
539,30.33,805,0.275,221,252.9,100,N,W,18.16,0,0,0,0,0
540,17.93,476,0.288,137,92.66,75,K,H,32.93,0,0,0,0,0
541,17.41,462,0.275,127,83.33,50,K,H,31.99,0,0,0,0,0
542,22.82,605,0.191,116,99.46,50,P,N,35.66,0,0,0,0,0
543,17.27,458,0.242,111,72.33,50,K,H,33.63,0,0,0,0,0
544,22.52,597,0.167,100,84.76,25,P,N,33.91,0,0,0,0,0
545,22.59,599,0.186,111,94.95,50,P,N,34.8,0,0,0,0,0
546,29.96,795,0.23,183,206.31,75,N,W,18.95,0,0,0,0,0
547,22.42,595,0.175,104,88.15,50,P,N,34.57,0,0,0,0,0
548,17.63,468,0.273,128,84.84,50,K,H,32.95,0,0,0,0,0
549,29.75,789,0.224,177,198.25,75,N,W,18.96,0,0,0,0,0
550,17.02,452,0.227,102,65.73,25,K,H,35.77,0,0,0,0,0
551,29.68,787,0.213,167,187.39,75,N,W,20.96,0,0,0,0,0
552,17.62,467,0.242,113,75.22,50,K,H,35.52,0,0,0,0,0
553,29.91,793,0.245,195,219.59,75,N,W,18.69,0,0,0,0,0
554,29.99,795,0.245,195,220.62,75,N,W,19.51,0,0,0,0,0
555,17.5,464,0.291,135,89.13,75,K,H,32.7,0,0,0,0,0
556,22.42,595,0.176,105,88.59,50,P,N,34.25,0,0,0,0,0
557,22.25,590,0.171,101,84.88,25,P,N,32.42,0,0,0,0,0
558,17.62,467,0.275,129,85.45,50,K,H,33.2,0,0,0,0,0
559,22.48,596,0.169,101,85.2,25,P,N,35.01,0,0,0,0,0
560,22.87,607,0.2,122,104.78,50,P,N,35.42,0,0,0,0,0
561,30.46,808,0.278,225,258.07,100,N,W,20.83,0,0,0,0,0
562,18.19,483,0.313,151,103.45,75,K,H,33.29,0,0,0,0,0
563,29.59,785,0.204,160,178.65,75,N,W,21.24,0,0,0,0,0
564,17.26,458,0.23,105,68.44,25,K,H,32.49,0,0,0,0,0
565,29.91,793,0.251,199,224.54,75,N,W,20.65,0,0,0,0,0
566,17.77,471,0.265,125,83.72,50,K,H,33.41,0,0,0,0,0
567,30.39,806,0.272,219,251.02,100,N,W,19.43,0,0,0,0,0
568,29.95,794,0.25,198,223.95,75,N,W,18.77,0,0,0,0,0
569,17.81,473,0.271,128,86.15,50,K,W,33.16,1,0,0,0,1
570,22.59,599,0.182,109,92.66,50,P,N,36.96,0,0,0,0,0
571,29.88,793,0.242,192,216.24,75,N,W,20.04,0,0,0,0,0
572,30.14,799,0.265,212,241.03,100,N,W,20.94,0,0,0,0,0
573,22.63,600,0.173,104,88.59,50,P,N,35.95,0,0,0,0,0
574,29.96,795,0.24,191,215.94,75,N,W,19.38,0,0,0,0,0
575,17.27,458,0.273,125,81.48,50,K,H,31.16,0,0,0,0,0
576,29.88,793,0.238,188,212.35,75,N,W,21.36,0,0,0,0,0
577,29.79,790,0.232,183,205.96,75,N,W,18.5,0,0,0,0,0
578,22.49,597,0.175,104,88.34,50,P,N,34.02,0,0,0,0,0
579,30.07,798,0.244,195,220.63,75,N,W,19.16,0,0,0,0,0
580,30.08,798,0.278,221,251.12,100,N,W,17.48,0,0,0,0,0
581,17.76,471,0.281,132,88.59,75,K,H,34.88,0,0,0,0,0
582,29.71,788,0.235,185,207.44,75,N,W,19.53,0,0,0,0,0
583,17.74,471,0.246,116,77.33,50,K,N,30.66,1,0,0,0,1
584,22.68,602,0.214,129,109.89,75,P,N,34.71,0,0,0,0,0
585,22.31,592,0.152,90,75.49,25,P,N,35.09,0,0,0,0,0
586,17.8,472,0.257,122,81.61,50,K,H,34.03,0,0,0,0,0
587,29.85,792,0.239,189,213.22,75,N,W,17.17,0,0,0,0,0
588,29.89,793,0.236,187,210.93,75,N,W,20.93,0,0,0,0,0
589,30.02,796,0.239,190,215.4,75,N,W,20.81,0,0,0,0,0
590,22.59,599,0.167,100,85.49,25,P,N,35.63,0,0,0,0,0
591,16.78,445,0.23,102,64.66,25,K,H,33.9,0,0,0,0,0
592,22.01,584,0.142,83,68.61,0,P,N,36.67,0,0,0,0,0
593,23.09,612,0.182,111,97.01,50,P,N,35.65,0,0,0,0,0
594,22.64,601,0.193,116,99.11,50,P,N,33.55,0,0,0,0,0
595,30.53,810,0.272,220,253.5,100,N,W,20.36,0,0,0,0,0
596,17.33,460,0.225,104,67.69,25,K,H,32.86,0,0,0,0,0
597,22.68,602,0.176,106,90.35,50,P,N,35.1,0,0,0,0,0
598,17.17,455,0.243,111,71.6,50,K,H,32.54,0,0,0,0,0
599,22.55,598,0.171,133,86.77,25,P,N,34.8,1,0,1,0,0
600,22.23,590,0.161,95,79.43,25,P,N,35.04,0,0,0,0,0
601,29.73,789,0.22,173,194.21,75,N,W,18.13,0,0,0,0,0
602,17.52,465,0.273,127,83.66,50,K,H,34.2,0,0,0,0,0
603,29.88,793,0.239,189,213.09,75,N,W,18.28,0,0,0,0,0
604,29.85,792,0.235,186,209.48,75,N,W,20.35,0,0,0,0,0
605,17.1,454,0.225,102,65.95,25,K,H,34.25,0,0,0,0,0
606,29.87,792,0.252,200,224.86,75,N,W,20.36,0,0,0,0,0
607,29.76,789,0.225,178,199.22,75,N,W,18.88,0,0,0,0,0
608,30.41,807,0.255,206,235.99,100,N,W,20.26,0,0,0,0,0
609,22.78,604,0.181,109,93.75,50,P,N,34.9,0,0,0,0,0
610,29.97,795,0.244,194,219.57,75,N,W,18.87,0,0,0,0,0
611,17.59,467,0.261,122,80.75,50,K,H,30.16,0,0,0,0,0
612,29.79,790,0.229,181,203.61,75,N,W,19.06,0,0,0,0,0
613,17.75,471,0.293,138,92.29,75,K,H,34.28,0,0,0,0,0
614,17.5,464,0.27,125,82.6,50,K,H,32.79,0,0,0,0,0
615,29.74,789,0.232,183,205.52,75,N,W,20.1,0,0,0,0,0
616,22.94,609,0.2,122,105.34,50,P,N,34.32,0,0,0,0,0
617,17.28,458,0.232,106,69.33,25,K,H,33.2,0,0,0,0,0
618,30.51,809,0.274,222,255.58,100,N,W,19.57,0,0,0,0,0
619,17.63,468,0.283,133,88.16,75,K,N,33.46,1,0,1,0,1
620,29.94,794,0.231,184,207.28,75,N,W,19.38,0,0,0,0,0
621,29.97,795,0.223,177,200.5,75,N,W,17.94,0,0,0,0,0
622,17.11,454,0.237,140,69.51,25,K,H,34.66,1,0,1,0,0
623,22.55,598,0.196,117,99.52,50,P,N,35.07,0,0,0,0,0
624,17.63,468,0.267,125,82.91,50,K,H,34.56,0,0,0,0,0
625,22.73,603,0.191,115,98.57,50,P,N,36.64,0,0,0,0,0
626,17.48,464,0.256,119,78.19,50,K,H,31.73,0,0,0,0,0
627,17.13,454,0.246,112,72.07,50,K,H,32.83,0,0,0,0,0
628,30.06,797,0.235,187,212.02,75,N,W,19.69,0,0,0,0,0
629,29.77,790,0.228,180,201.9,75,N,W,20.33,0,0,0,0,0
630,29.72,788,0.23,181,203.16,75,N,W,19.87,0,0,0,0,0
631,30.02,796,0.233,186,209.95,75,N,W,20.16,0,0,0,0,0
632,17.95,476,0.261,124,83.99,50,K,H,34.3,0,0,0,0,0
633,29.85,792,0.244,194,217.82,75,N,W,19.57,0,0,0,0,0
634,17.9,475,0.268,127,85.99,50,K,H,33.43,0,0,0,0,0
635,22.42,595,0.19,113,95.28,50,P,N,35.69,0,0,0,0,0
636,22.7,602,0.175,106,90.37,50,P,N,34.28,0,0,0,0,0
637,30.08,798,0.23,184,208.29,75,N,W,19.73,0,0,0,0,0
638,16.93,449,0.232,136,66.6,25,K,H,31.81,1,0,1,0,0
639,29.44,781,0.208,163,180.41,75,N,W,17.61,0,0,0,0,0
640,22.96,609,0.19,116,100.06,50,P,N,35.41,0,0,0,0,0
641,18.09,480,0.303,146,99.33,75,K,H,33.72,0,0,0,0,0
642,16.91,449,0.236,106,67.45,25,K,H,33.76,0,0,0,0,0
643,22.16,588,0.143,109,70.11,0,P,N,36.03,0,0,0,0,0
644,17.98,477,0.295,141,95.39,75,K,H,32.89,0,0,0,0,0
645,18.01,478,0.3,143,97.2,75,K,H,33.04,0,0,0,0,0
646,22.68,602,0.202,121,103.69,50,P,N,34.63,0,0,0,0,0
647,16.89,448,0.229,103,65.43,25,K,H,33.5,0,0,0,0,0
648,22.47,596,0.173,103,87.55,50,P,N,36.48,0,0,0,0,0
649,22.94,608,0.216,132,113.83,75,P,N,35.92,0,0,0,0,0
650,22.45,596,0.161,96,81.34,25,P,N,35.32,0,0,0,0,0
651,22.54,598,0.185,110,93.7,50,P,N,37.38,0,0,0,0,0
652,22.56,598,0.177,106,89.83,50,P,N,36.68,0,0,0,0,0
653,22.82,605,0.185,112,96.18,50,P,N,33.82,0,0,0,0,0
654,17.67,469,0.275,129,85.75,50,K,H,34.09,0,0,0,0,0
655,22.53,598,0.196,117,99.36,50,P,N,34.92,0,0,0,0,0
656,16.85,447,0.238,138,67.45,25,K,H,33.42,1,0,1,0,0
657,29.98,795,0.228,182,205.39,75,N,W,19.65,0,0,0,0,0
658,17.49,464,0.244,113,74.67,50,K,H,32.46,0,0,0,0,0
659,18.12,481,0.299,144,98.13,75,K,H,31.93,0,0,0,0,0
660,16.83,446,0.212,123,60.06,25,K,H,30.77,0,0,0,0,0
661,22.6,599,0.175,105,89.2,50,P,N,35.78,0,0,0,0,0
662,17.55,466,0.239,111,73.66,50,K,H,31.49,0,0,0,0,0
663,30.3,804,0.242,195,222.39,75,N,W,20.46,0,0,0,0,0
664,29.66,787,0.216,170,190.26,75,N,W,19.53,0,0,0,0,0
665,23.36,620,0.218,135,118.8,75,P,N,35.09,0,0,0,0,0
666,23,610,0.191,117,101.19,50,P,N,34.66,0,0,0,0,0
667,17.37,461,0.268,123,80.76,50,K,H,34.14,0,0,0,0,0
668,17.24,457,0.252,115,74.88,50,K,H,34.19,0,0,0,0,0
669,17.65,468,0.271,127,84.43,50,K,H,33.77,0,0,0,0,0
670,22.31,592,0.16,95,79.76,25,P,N,34.96,0,0,0,0,0
671,30.17,800,0.249,199,226.58,75,N,W,20.55,0,0,0,0,0
672,22.48,596,0.195,116,98.38,50,P,N,33.71,0,0,0,0,0
673,22.82,605,0.196,119,101.95,50,P,N,36.32,0,0,0,0,0
674,22.32,592,0.171,101,84.94,25,P,N,34.19,0,0,0,0,0
675,22.1,586,0.161,94,78.36,25,P,N,35.62,0,0,0,0,0
676,17.6,467,0.265,124,82.03,50,K,H,31.97,0,0,0,0,0
677,17.87,474,0.269,128,85.97,50,K,H,32.57,0,0,0,0,0
678,23.15,614,0.21,129,112.5,75,P,N,34.52,0,0,0,0,0
679,29.84,791,0.253,200,224.83,75,N,W,18.78,0,0,0,0,0
680,29.43,781,0.199,155,172.24,75,N,W,20.23,0,0,0,0,0
681,29.97,795,0.256,204,230.29,100,N,W,19.86,0,0,0,0,0
682,22.76,604,0.194,117,100.61,50,P,N,34.95,0,0,0,0,0
683,29.86,792,0.201,159,179.05,75,N,W,19.38,0,0,0,0,0
684,29.51,783,0.217,170,188.81,75,N,W,19.6,0,0,0,0,0
685,29.99,796,0.256,203,229.9,100,N,W,20.62,0,0,0,0,0
686,30.15,800,0.261,209,237.06,100,N,W,19.55,0,0,0,0,0
687,30.11,799,0.246,196,222.92,75,N,W,20.8,0,0,0,0,0
688,17.54,465,0.267,124,82.04,50,K,H,33.52,0,0,0,0,0
689,22.48,596,0.176,105,89.14,50,P,N,36.15,0,0,0,0,0
690,17.67,469,0.263,123,82.23,50,K,H,31.31,0,0,0,0,0
691,22.35,593,0.188,112,93.98,50,P,N,34.46,0,0,0,0,0
692,22.36,593,0.2,118,99.8,50,P,N,36.34,0,0,0,0,0
693,30.03,797,0.236,188,213.18,75,N,W,18.9,0,0,0,0,0
694,22.41,595,0.16,95,80.44,25,P,N,35.62,0,0,0,0,0
695,22.7,602,0.182,110,93.9,50,P,N,36.32,0,0,0,0,0
696,22.48,596,0.172,102,86.71,25,P,N,33.58,0,0,0,0,0
697,17.62,467,0.275,128,85.28,50,K,H,33.52,0,0,0,0,0
698,17.17,455,0.222,101,65.45,25,K,H,31.89,0,0,0,0,0
699,22.25,590,0.149,88,73.88,0,P,N,33.39,0,0,0,0,0
700,29.78,790,0.217,172,192.94,75,N,W,20.22,0,0,0,0,0
701,17.2,456,0.244,111,72.14,50,K,H,32.32,0,0,0,0,0
702,30.18,800,0.254,203,231.19,100,N,W,18.38,0,0,0,0,0
703,17.59,466,0.253,118,78.11,50,K,H,32.34,0,0,0,0,0
704,17.22,457,0.238,109,70.46,50,K,H,34.48,0,0,0,0,0
705,22.36,593,0.163,96,81.27,25,P,N,34.06,0,0,0,0,0
706,22.55,598,0.165,99,83.82,25,P,N,35.97,0,0,0,0,0
707,17.95,476,0.297,142,95.78,75,K,H,34.13,0,0,0,0,0
708,23.01,610,0.213,130,112.66,75,P,N,34.01,0,0,0,0,0
709,29.75,789,0.234,185,207.12,75,N,W,19.04,0,0,0,0,0
710,22.64,600,0.187,113,96.06,50,P,N,32.45,0,0,0,0,0
711,30.47,808,0.263,213,244.52,100,N,W,19.25,0,0,0,0,0
712,17.72,470,0.276,130,86.74,50,K,H,33.86,0,0,0,0,0
713,30.14,800,0.25,200,226.97,75,N,W,19.91,0,0,0,0,0
714,29.6,785,0.217,170,189.68,75,N,W,19.07,0,0,0,0,0
715,22.33,592,0.161,124,80.3,25,P,N,34.35,0,0,0,0,0
716,17.94,476,0.264,126,85.07,50,K,H,34.07,0,0,0,0,0
717,17.19,456,0.251,114,74.07,50,K,H,31.67,0,0,0,0,0
718,29.62,786,0.235,185,206.55,75,N,W,19.3,0,0,0,0,0
719,30.19,801,0.266,213,242.41,100,N,W,19.04,0,0,0,0,0
720,23.09,613,0.217,133,115.9,75,P,N,34.07,0,0,0,0,0
721,22.04,585,0.15,88,72.73,0,P,N,34.07,0,0,0,0,0
722,17.65,468,0.234,110,72.95,50,K,H,32.3,0,0,0,0,0
723,22.39,594,0.167,129,83.59,25,P,N,34.06,1,0,1,0,0
724,17.38,461,0.265,122,80.07,50,K,H,32.99,0,0,0,0,0
725,17.27,458,0.24,110,71.41,50,K,H,33.45,0,0,0,0,0
726,22.48,596,0.17,102,86.13,25,P,W,35.62,1,0,1,0,1
727,22.03,584,0.157,92,76.31,25,P,N,33.8,0,0,0,0,0
728,29.99,796,0.246,196,221.48,75,N,W,19.35,0,0,0,0,0
